amp_id,species,mic_ug_per_ml,n_measurements
6367,pseudomonas aeruginosa,5.2,1
6367,escherichia coli,0.7,1
6367,staphylococcus epidermidis,1.3,1
6367,staphylococcus aureus,2.6,1
6368,pseudomonas aeruginosa,14.3,1
6368,escherichia coli,3.6,1
6368,staphylococcus epidermidis,0.9,1
6368,staphylococcus aureus,1.8,1
6369,pseudomonas aeruginosa,5.4,1
6369,escherichia coli,1.3,1
6369,staphylococcus epidermidis,1.3,1
6369,staphylococcus aureus,2.7,1
6370,pseudomonas aeruginosa,11.6,1
6370,escherichia coli,1.4,1
6370,staphylococcus epidermidis,2.9,1
6370,staphylococcus aureus,5.8,1
6371,pseudomonas aeruginosa,86.5,1
6371,escherichia coli,86.5,1
6371,staphylococcus epidermidis,43.3,1
6371,staphylococcus aureus,86.5,1
6374,pseudomonas aeruginosa,92.8,1
6374,escherichia coli,2.9,1
6374,staphylococcus epidermidis,1.4,1
6374,staphylococcus aureus,2.9,1
6375,pseudomonas aeruginosa,122.65,1
6375,escherichia coli,20.6,1
6375,staphylococcus epidermidis,2.6,1
6375,staphylococcus aureus,2.6,1
6381,escherichia coli,256.0,2
6381,staphylococcus aureus,256.0,1
6381,staphylococcus epidermidis,256.0,1
6381,bacillus subtilis,256.0,1
6382,escherichia coli,256.0,2
6382,staphylococcus aureus,256.0,1
6382,staphylococcus epidermidis,256.0,1
6382,bacillus subtilis,256.0,1
6383,escherichia coli,256.0,2
6383,staphylococcus aureus,256.0,1
6383,staphylococcus epidermidis,256.0,1
6383,bacillus subtilis,256.0,1
6384,staphylococcus aureus,4.8,15
6384,klebsiella pneumoniae,30.75,4
6384,pseudomonas aeruginosa,7.7875,8
6384,staphylococcus epidermidis,4.0,1
6385,bacillus subtilis,2.0,1
6385,staphylococcus aureus,2.0,1
6385,escherichia coli,2.0,1
6386,bacillus subtilis,2.0,1
6386,staphylococcus aureus,2.0,1
6386,escherichia coli,4.0,1
6387,bacillus subtilis,2.0,1
6387,staphylococcus aureus,2.0,1
6387,escherichia coli,4.0,1
6388,pseudomonas aeruginosa,99.66666666666667,3
6388,staphylococcus aureus,66.0,3
6388,escherichia coli,64.0,2
6389,pseudomonas aeruginosa,19.0,1
6389,staphylococcus aureus,66.5,2
6390,pseudomonas aeruginosa,48.6,5
6390,staphylococcus aureus,65.85714285714286,7
6390,escherichia coli,32.0,3
6390,klebsiella pneumoniae,34.666666666666664,3
6391,escherichia coli,4.5,4
6391,staphylococcus aureus,7.5,4
6391,pseudomonas aeruginosa,31.0,2
6392,escherichia coli,25.0,1
6392,pseudomonas aeruginosa,25.0,1
6392,klebsiella pneumoniae,100.0,1
6392,staphylococcus aureus,25.0,1
6393,escherichia coli,6.65,2
6393,staphylococcus aureus,20.0,1
6394,escherichia coli,187.5,2
6394,staphylococcus aureus,187.5,2
6395,escherichia coli,15.5,1
6395,staphylococcus aureus,3.1,1
6396,escherichia coli,6.0,1
6396,staphylococcus aureus,3.0,1
6397,escherichia coli,125.0,1
6397,staphylococcus aureus,100.0,1
6398,escherichia coli,4.6499996,1
6398,staphylococcus aureus,7.75,1
6399,escherichia coli,1.2,1
6399,staphylococcus aureus,10.0,1
6400,bacillus subtilis,64.0,1
6400,staphylococcus aureus,64.0,1
6400,escherichia coli,64.0,1
6400,pseudomonas aeruginosa,64.0,1
6401,bacillus subtilis,64.0,1
6401,staphylococcus aureus,64.0,1
6401,escherichia coli,64.0,1
6401,pseudomonas aeruginosa,64.0,1
6402,bacillus subtilis,64.0,1
6402,staphylococcus aureus,64.0,1
6402,escherichia coli,64.0,1
6402,pseudomonas aeruginosa,16.0,1
6403,bacillus subtilis,64.0,1
6403,staphylococcus aureus,64.0,1
6403,escherichia coli,64.0,1
6403,pseudomonas aeruginosa,64.0,1
6404,bacillus subtilis,16.0,1
6404,staphylococcus aureus,40.0,5
6404,escherichia coli,48.0,4
6404,pseudomonas aeruginosa,36.0,4
6405,bacillus subtilis,2.0,1
6405,staphylococcus aureus,6.2,5
6405,escherichia coli,13.333333333333334,3
6405,pseudomonas aeruginosa,11.0,4
6406,bacillus subtilis,2.0,1
6406,staphylococcus aureus,3.6666666666666665,6
6406,escherichia coli,10.4,5
6406,pseudomonas aeruginosa,15.2,5
6408,escherichia coli,6.25,1
6408,klebsiella pneumoniae,14.58,1
6408,staphylococcus aureus,11.690000000000001,2
6408,staphylococcus epidermidis,16.67,1
6409,escherichia coli,3.58,2
6409,klebsiella pneumoniae,7.21,1
6409,staphylococcus aureus,7.609999999999999,3
6409,staphylococcus epidermidis,7.21,1
6410,bacillus subtilis,32.0,2
6410,staphylococcus aureus,64.0,2
6410,escherichia coli,32.0,2
6410,pseudomonas aeruginosa,16.0,2
6410,staphylococcus epidermidis,8.0,2
6410,klebsiella pneumoniae,64.0,2
6411,bacillus subtilis,16.0,1
6411,staphylococcus aureus,8.0,1
6411,escherichia coli,4.0,1
6411,pseudomonas aeruginosa,32.0,1
6411,staphylococcus epidermidis,32.0,1
6411,klebsiella pneumoniae,16.0,1
6412,bacillus subtilis,253.0,2
6412,staphylococcus aureus,126.5,2
6412,escherichia coli,506.0,2
6413,bacillus subtilis,4.0,2
6413,staphylococcus aureus,8.0,2
6413,escherichia coli,8.0,2
6413,pseudomonas aeruginosa,16.0,2
6413,staphylococcus epidermidis,2.0,2
6413,klebsiella pneumoniae,16.0,2
6414,escherichia coli,4.0,1
6414,klebsiella pneumoniae,8.0,1
6415,escherichia coli,16.0,1
6415,klebsiella pneumoniae,16.0,1
6416,escherichia coli,32.0,1
6416,klebsiella pneumoniae,32.0,1
6417,escherichia coli,32.0,1
6417,klebsiella pneumoniae,32.0,1
6418,escherichia coli,64.0,1
6418,klebsiella pneumoniae,64.0,1
6419,staphylococcus aureus,1.75,1
6420,staphylococcus aureus,2.3,1
6421,escherichia coli,128.0,8
6421,staphylococcus aureus,128.0,7
6421,staphylococcus epidermidis,32.0,1
6421,pseudomonas aeruginosa,228.0,8
6422,escherichia coli,5.75,8
6422,staphylococcus aureus,11.428571428571429,7
6422,staphylococcus epidermidis,4.0,1
6423,escherichia coli,7.766666666666666,12
6423,staphylococcus aureus,14.2,8
6423,staphylococcus epidermidis,8.0,1
6423,pseudomonas aeruginosa,110.375,4
6423,bacillus subtilis,18.4,1
6424,escherichia coli,10.0,8
6424,staphylococcus aureus,11.428571428571429,7
6424,staphylococcus epidermidis,8.0,1
6425,escherichia coli,28.0,8
6425,staphylococcus aureus,12.571428571428571,7
6425,staphylococcus epidermidis,32.0,1
6426,escherichia coli,5.0,2
6426,pseudomonas aeruginosa,6.0,2
6426,klebsiella pneumoniae,5.0,2
6426,bacillus subtilis,6.0,2
6426,staphylococcus aureus,7.25,2
6427,escherichia coli,100.0,1
6427,pseudomonas aeruginosa,200.0,1
6427,klebsiella pneumoniae,200.0,1
6427,bacillus subtilis,50.0,1
6427,staphylococcus aureus,50.0,1
6428,escherichia coli,100.0,1
6428,pseudomonas aeruginosa,100.0,1
6428,klebsiella pneumoniae,200.0,1
6428,bacillus subtilis,100.0,1
6428,staphylococcus aureus,100.0,1
6429,escherichia coli,6.0,2
6429,pseudomonas aeruginosa,5.0,2
6429,klebsiella pneumoniae,6.0,2
6429,bacillus subtilis,5.5,2
6429,staphylococcus aureus,5.25,2
6430,escherichia coli,50.0,1
6430,pseudomonas aeruginosa,100.0,1
6430,klebsiella pneumoniae,200.0,1
6430,bacillus subtilis,50.0,1
6430,staphylococcus aureus,50.0,1
6431,escherichia coli,52.0,2
6431,pseudomonas aeruginosa,27.0,2
6431,klebsiella pneumoniae,55.0,2
6431,bacillus subtilis,27.0,2
6431,staphylococcus aureus,14.5,2
6432,escherichia coli,59.376666666666665,3
6432,pseudomonas aeruginosa,15.625,2
6432,klebsiella pneumoniae,100.0,1
6432,staphylococcus aureus,51.25,4
6432,staphylococcus epidermidis,6.2475000000000005,4
6432,bacillus subtilis,7.8,1
6433,escherichia coli,6.25,1
6433,pseudomonas aeruginosa,8.333333333333334,3
6433,klebsiella pneumoniae,25.0,1
6433,staphylococcus aureus,3.13,1
6433,staphylococcus epidermidis,2.08,3
6434,escherichia coli,3.13,1
6434,pseudomonas aeruginosa,6.253333333333333,3
6434,klebsiella pneumoniae,25.0,1
6434,staphylococcus aureus,1.56,1
6434,staphylococcus epidermidis,2.08,3
6435,bacillus subtilis,22.5,2
6436,bacillus subtilis,11.25,2
6436,staphylococcus aureus,121.0,4
6436,staphylococcus epidermidis,116.0,2
6436,escherichia coli,176.0,3
6436,klebsiella pneumoniae,128.0,1
6437,bacillus subtilis,15.0,2
6438,staphylococcus aureus,15.0,2
6438,bacillus subtilis,3.7,2
6439,bacillus subtilis,7.5,2
6439,staphylococcus aureus,12.5,1
6439,staphylococcus epidermidis,12.5,1
6439,escherichia coli,75.0,2
6440,staphylococcus aureus,24.919999999999998,5
6440,bacillus subtilis,7.5,2
6440,staphylococcus epidermidis,25.0,1
6440,escherichia coli,71.33333333333333,3
6440,klebsiella pneumoniae,128.0,1
6441,staphylococcus aureus,16.615384615384617,13
6441,staphylococcus epidermidis,8.0,1
6441,pseudomonas aeruginosa,106.66666666666667,15
6442,staphylococcus aureus,3.4545454545454546,11
6442,staphylococcus epidermidis,2.0,1
6442,pseudomonas aeruginosa,10.555555555555555,18
6443,staphylococcus aureus,23.2,10
6443,staphylococcus epidermidis,4.0,1
6445,escherichia coli,4.4,5
6445,pseudomonas aeruginosa,3.4285714285714284,7
6445,bacillus subtilis,3.0,3
6445,staphylococcus epidermidis,2.0,1
6445,staphylococcus aureus,5.5,8
6446,escherichia coli,7.6,5
6446,pseudomonas aeruginosa,5.142857142857143,7
6446,bacillus subtilis,4.333333333333333,3
6446,staphylococcus epidermidis,2.0,1
6446,staphylococcus aureus,10.875,8
6447,escherichia coli,14.4,5
6447,pseudomonas aeruginosa,6.285714285714286,7
6447,bacillus subtilis,7.333333333333333,3
6447,staphylococcus epidermidis,4.0,1
6447,staphylococcus aureus,15.25,8
6448,escherichia coli,4.8,5
6448,pseudomonas aeruginosa,2.857142857142857,7
6448,bacillus subtilis,1.6666666666666667,3
6448,staphylococcus epidermidis,2.0,1
6448,staphylococcus aureus,5.75,8
6449,escherichia coli,64.0,1
6450,escherichia coli,128.0,1
6451,escherichia coli,16.0,1
6452,escherichia coli,16.0,1
6453,escherichia coli,128.0,1
6454,escherichia coli,128.0,1
6455,escherichia coli,64.0,1
6456,escherichia coli,128.0,1
6457,escherichia coli,5.5,2
6457,klebsiella pneumoniae,40.0,1
6459,escherichia coli,5.0,3
6459,klebsiella pneumoniae,42.0,2
6461,escherichia coli,11.0,2
6461,klebsiella pneumoniae,40.0,1
6462,escherichia coli,5.5,2
6462,klebsiella pneumoniae,40.0,1
6463,escherichia coli,5.25,2
6463,klebsiella pneumoniae,36.0,1
6464,escherichia coli,8.0,5
6464,pseudomonas aeruginosa,4.0,7
6464,bacillus subtilis,3.0,3
6464,staphylococcus epidermidis,2.0,1
6464,staphylococcus aureus,11.0,8
6465,escherichia coli,8.4,5
6465,pseudomonas aeruginosa,5.714285714285714,7
6465,bacillus subtilis,3.0,3
6465,staphylococcus epidermidis,2.0,1
6465,staphylococcus aureus,11.5,8
6466,escherichia coli,2.0,3
6466,pseudomonas aeruginosa,4.0,3
6466,bacillus subtilis,2.0,3
6466,staphylococcus epidermidis,2.0,1
6466,staphylococcus aureus,2.0,3
6467,escherichia coli,2.0,3
6467,pseudomonas aeruginosa,4.0,3
6467,bacillus subtilis,2.0,3
6467,staphylococcus epidermidis,2.0,1
6467,staphylococcus aureus,2.0,3
6468,escherichia coli,2.0,3
6468,pseudomonas aeruginosa,4.0,3
6468,bacillus subtilis,4.0,3
6468,staphylococcus epidermidis,2.0,1
6468,staphylococcus aureus,2.0,3
6469,escherichia coli,16.0,2
6469,klebsiella pneumoniae,80.0,1
6470,escherichia coli,9.25,2
6470,klebsiella pneumoniae,36.0,1
6471,escherichia coli,3.25,2
6471,klebsiella pneumoniae,36.0,1
6472,escherichia coli,5.25,2
6472,klebsiella pneumoniae,36.0,1
6473,escherichia coli,5.25,2
6473,klebsiella pneumoniae,36.0,1
6474,escherichia coli,32.0,1
6475,escherichia coli,16.0,1
6476,escherichia coli,6.5,2
6476,klebsiella pneumoniae,34.0,1
6477,escherichia coli,13.0,2
6477,klebsiella pneumoniae,12.0,1
6478,escherichia coli,8.0,2
6478,klebsiella pneumoniae,64.0,1
6479,escherichia coli,2.0,2
6479,klebsiella pneumoniae,16.0,1
6480,escherichia coli,2.0,2
6480,klebsiella pneumoniae,8.0,1
6481,escherichia coli,3.0,2
6481,klebsiella pneumoniae,16.0,1
6482,escherichia coli,4.0,2
6482,klebsiella pneumoniae,16.0,1
6483,escherichia coli,2.0,2
6483,klebsiella pneumoniae,16.0,1
6484,escherichia coli,2.0,2
6484,klebsiella pneumoniae,16.0,1
6485,escherichia coli,160.0,1
6485,bacillus subtilis,160.0,1
6486,escherichia coli,160.0,1
6486,bacillus subtilis,160.0,1
6487,escherichia coli,160.0,1
6487,bacillus subtilis,2.5,1
6488,escherichia coli,5.0,1
6488,klebsiella pneumoniae,10.0,1
6488,staphylococcus aureus,12.0,1
6489,escherichia coli,8.0,1
6489,klebsiella pneumoniae,14.0,1
6489,staphylococcus aureus,17.0,1
6490,escherichia coli,2.6,5
6490,pseudomonas aeruginosa,1.8571428571428572,7
6490,bacillus subtilis,2.3333333333333335,3
6490,staphylococcus epidermidis,1.0,1
6490,staphylococcus aureus,4.0,8
6491,escherichia coli,2.6,5
6491,pseudomonas aeruginosa,1.8571428571428572,7
6491,bacillus subtilis,2.3333333333333335,3
6491,staphylococcus epidermidis,1.0,1
6491,staphylococcus aureus,3.75,8
6492,escherichia coli,5.0,5
6492,pseudomonas aeruginosa,3.5714285714285716,7
6492,bacillus subtilis,4.666666666666667,3
6492,staphylococcus epidermidis,4.0,1
6492,staphylococcus aureus,6.25,8
6493,escherichia coli,5.2,5
6493,pseudomonas aeruginosa,4.571428571428571,7
6493,bacillus subtilis,5.333333333333333,3
6493,staphylococcus epidermidis,4.0,1
6493,staphylococcus aureus,6.5,8
6494,escherichia coli,8.0,1
6495,escherichia coli,4.0,1
6496,escherichia coli,32.0,1
6497,staphylococcus aureus,9750.0,2
6497,escherichia coli,18000.0,2
6497,pseudomonas aeruginosa,6000.0,1
6498,escherichia coli,32.0,1
6499,escherichia coli,2.0,1
6500,escherichia coli,8500.0,1
6500,staphylococcus aureus,15000.0,1
6500,pseudomonas aeruginosa,15000.0,1
6501,escherichia coli,8500.0,1
6501,staphylococcus aureus,8500.0,1
6501,pseudomonas aeruginosa,8500.0,1
6502,escherichia coli,20000.0,1
6502,staphylococcus aureus,20000.0,1
6502,pseudomonas aeruginosa,20000.0,1
6503,escherichia coli,20000.0,1
6503,staphylococcus aureus,20000.0,1
6503,pseudomonas aeruginosa,20000.0,1
6504,staphylococcus epidermidis,5.0,1
6504,staphylococcus aureus,4.714285714285714,7
6504,escherichia coli,5.75,2
6504,pseudomonas aeruginosa,26.75,4
6504,klebsiella pneumoniae,10.5,2
6505,escherichia coli,15000.0,1
6505,pseudomonas aeruginosa,15000.0,1
6505,staphylococcus aureus,10000.0,1
6506,escherichia coli,400.0,1
6506,pseudomonas aeruginosa,400.0,1
6506,staphylococcus aureus,400.0,1
6507,escherichia coli,250.0,1
6507,pseudomonas aeruginosa,250.0,1
6507,staphylococcus aureus,250.0,1
6511,escherichia coli,256.0,3
6511,klebsiella pneumoniae,256.0,1
6511,pseudomonas aeruginosa,256.0,1
6511,staphylococcus aureus,256.0,1
6512,escherichia coli,213.33333333333334,3
6512,klebsiella pneumoniae,256.0,1
6512,pseudomonas aeruginosa,256.0,1
6512,staphylococcus aureus,192.0,1
6513,escherichia coli,45.333333333333336,3
6513,klebsiella pneumoniae,48.0,1
6513,pseudomonas aeruginosa,128.0,1
6513,staphylococcus aureus,64.0,1
6516,pseudomonas aeruginosa,5.833333333333333,3
6517,pseudomonas aeruginosa,13.333333333333334,3
6518,bacillus subtilis,2.0,1
6518,staphylococcus aureus,2.0,1
6518,escherichia coli,2.0,1
6519,bacillus subtilis,3.7,1
6519,staphylococcus aureus,90.0,1
6519,escherichia coli,14.7,1
6519,pseudomonas aeruginosa,100.0,1
6520,bacillus subtilis,4.3,1
6520,staphylococcus aureus,100.0,1
6520,escherichia coli,7.3,1
6520,pseudomonas aeruginosa,100.0,1
6521,escherichia coli,3.12,1
6521,pseudomonas aeruginosa,3.12,1
6521,klebsiella pneumoniae,6.25,1
6521,staphylococcus aureus,3.12,1
6522,escherichia coli,3.12,1
6522,pseudomonas aeruginosa,6.25,1
6522,klebsiella pneumoniae,3.12,1
6522,staphylococcus aureus,3.12,1
6523,escherichia coli,6.25,1
6523,pseudomonas aeruginosa,6.25,1
6523,klebsiella pneumoniae,6.25,1
6523,staphylococcus aureus,6.25,1
6524,bacillus subtilis,1.8,1
6524,staphylococcus aureus,10.0,1
6524,escherichia coli,2.5,1
6524,pseudomonas aeruginosa,10.0,1
6525,bacillus subtilis,4.0,1
6525,staphylococcus aureus,100.0,1
6525,escherichia coli,27.3,1
6525,pseudomonas aeruginosa,100.0,1
6526,bacillus subtilis,6.1,1
6526,staphylococcus aureus,100.0,1
6526,escherichia coli,30.0,1
6526,pseudomonas aeruginosa,100.0,1
6527,bacillus subtilis,4.2,1
6527,staphylococcus aureus,41.7,1
6527,escherichia coli,25.0,1
6527,pseudomonas aeruginosa,100.0,1
6528,bacillus subtilis,2.0,1
6528,staphylococcus aureus,50.0,1
6528,escherichia coli,10.7,1
6528,pseudomonas aeruginosa,100.0,1
6529,bacillus subtilis,1.6,1
6529,staphylococcus aureus,26.7,1
6529,escherichia coli,8.9,1
6529,pseudomonas aeruginosa,85.0,1
6530,bacillus subtilis,1.7,1
6530,staphylococcus aureus,29.0,1
6530,escherichia coli,12.8,1
6530,pseudomonas aeruginosa,51.3,1
6531,bacillus subtilis,2.1,1
6531,staphylococcus aureus,28.3,1
6531,escherichia coli,7.2,1
6531,pseudomonas aeruginosa,55.0,1
6532,klebsiella pneumoniae,100.0,1
6532,escherichia coli,100.0,1
6532,pseudomonas aeruginosa,100.0,1
6532,staphylococcus aureus,100.0,3
6533,klebsiella pneumoniae,100.0,1
6533,escherichia coli,100.0,1
6533,pseudomonas aeruginosa,100.0,1
6533,staphylococcus aureus,100.0,3
6534,klebsiella pneumoniae,100.0,1
6534,escherichia coli,50.0,1
6534,pseudomonas aeruginosa,100.0,1
6534,staphylococcus aureus,100.0,3
6535,klebsiella pneumoniae,100.0,1
6535,escherichia coli,100.0,1
6535,pseudomonas aeruginosa,100.0,1
6535,staphylococcus aureus,100.0,3
6536,klebsiella pneumoniae,100.0,1
6536,escherichia coli,100.0,1
6536,pseudomonas aeruginosa,100.0,1
6536,staphylococcus aureus,100.0,3
6537,klebsiella pneumoniae,100.0,1
6537,escherichia coli,100.0,1
6537,pseudomonas aeruginosa,100.0,1
6537,staphylococcus aureus,100.0,3
6538,klebsiella pneumoniae,100.0,1
6538,escherichia coli,25.0,1
6538,pseudomonas aeruginosa,100.0,1
6538,staphylococcus aureus,100.0,3
6539,klebsiella pneumoniae,50.0,1
6539,escherichia coli,12.5,1
6539,pseudomonas aeruginosa,100.0,1
6539,staphylococcus aureus,75.0,3
6540,klebsiella pneumoniae,100.0,1
6540,escherichia coli,100.0,1
6540,pseudomonas aeruginosa,100.0,1
6540,staphylococcus aureus,100.0,3
6541,klebsiella pneumoniae,100.0,1
6541,escherichia coli,100.0,1
6541,pseudomonas aeruginosa,100.0,1
6541,staphylococcus aureus,100.0,3
6542,klebsiella pneumoniae,50.0,1
6542,escherichia coli,12.5,1
6542,pseudomonas aeruginosa,100.0,1
6542,staphylococcus aureus,100.0,3
6543,klebsiella pneumoniae,25.0,1
6543,escherichia coli,6.25,1
6543,pseudomonas aeruginosa,50.0,1
6543,staphylococcus aureus,58.333333333333336,3
6544,klebsiella pneumoniae,100.0,1
6544,escherichia coli,100.0,1
6544,pseudomonas aeruginosa,100.0,1
6544,staphylococcus aureus,100.0,3
6545,klebsiella pneumoniae,25.0,1
6545,escherichia coli,3.12,1
6545,pseudomonas aeruginosa,50.0,1
6545,staphylococcus aureus,58.333333333333336,3
6546,klebsiella pneumoniae,100.0,1
6546,escherichia coli,100.0,1
6546,pseudomonas aeruginosa,100.0,1
6546,staphylococcus aureus,100.0,3
6547,klebsiella pneumoniae,50.0,1
6547,escherichia coli,12.5,1
6547,pseudomonas aeruginosa,50.0,1
6547,staphylococcus aureus,58.333333333333336,3
6548,klebsiella pneumoniae,50.0,1
6548,escherichia coli,12.5,1
6548,pseudomonas aeruginosa,100.0,1
6548,staphylococcus aureus,41.666666666666664,3
6549,klebsiella pneumoniae,50.0,1
6549,escherichia coli,25.0,1
6549,pseudomonas aeruginosa,100.0,1
6549,staphylococcus aureus,100.0,3
6550,klebsiella pneumoniae,100.0,1
6550,escherichia coli,100.0,1
6550,pseudomonas aeruginosa,100.0,1
6550,staphylococcus aureus,100.0,3
6551,klebsiella pneumoniae,100.0,1
6551,escherichia coli,100.0,1
6551,pseudomonas aeruginosa,100.0,1
6551,staphylococcus aureus,100.0,3
6552,klebsiella pneumoniae,100.0,1
6552,escherichia coli,100.0,1
6552,pseudomonas aeruginosa,100.0,1
6552,staphylococcus aureus,100.0,3
6553,klebsiella pneumoniae,50.0,1
6553,escherichia coli,50.0,1
6553,pseudomonas aeruginosa,100.0,1
6553,staphylococcus aureus,100.0,3
6554,klebsiella pneumoniae,100.0,1
6554,escherichia coli,100.0,1
6554,pseudomonas aeruginosa,100.0,1
6554,staphylococcus aureus,100.0,3
6555,klebsiella pneumoniae,100.0,1
6555,escherichia coli,100.0,1
6555,pseudomonas aeruginosa,100.0,1
6555,staphylococcus aureus,100.0,3
6556,klebsiella pneumoniae,100.0,1
6556,escherichia coli,100.0,1
6556,pseudomonas aeruginosa,100.0,1
6556,staphylococcus aureus,100.0,3
6557,bacillus subtilis,1.7,1
6557,staphylococcus aureus,12.5,1
6557,escherichia coli,4.0,1
6557,pseudomonas aeruginosa,20.0,1
6558,bacillus subtilis,2.1,1
6558,staphylococcus aureus,5.7,1
6558,escherichia coli,4.4,1
6558,pseudomonas aeruginosa,37.0,1
6559,bacillus subtilis,2.0,1
6559,staphylococcus aureus,2.5,1
6559,escherichia coli,3.2,1
6559,pseudomonas aeruginosa,12.7,1
6560,bacillus subtilis,1.6,1
6560,staphylococcus aureus,4.0,1
6560,escherichia coli,2.5,1
6560,pseudomonas aeruginosa,20.0,1
6561,staphylococcus aureus,31.25,2
6561,pseudomonas aeruginosa,12.5,1
6562,staphylococcus aureus,25.0,1
6564,staphylococcus aureus,6.25,1
6565,staphylococcus aureus,6.25,1
6570,escherichia coli,100.0,1
6570,pseudomonas aeruginosa,100.0,1
6570,staphylococcus aureus,100.0,2
6570,bacillus subtilis,100.0,1
6570,staphylococcus epidermidis,100.0,1
6571,escherichia coli,100.0,1
6571,pseudomonas aeruginosa,100.0,1
6571,staphylococcus aureus,100.0,2
6571,bacillus subtilis,100.0,1
6571,staphylococcus epidermidis,100.0,1
6572,escherichia coli,100.0,1
6572,pseudomonas aeruginosa,50.0,1
6572,staphylococcus aureus,100.0,2
6572,bacillus subtilis,100.0,1
6572,staphylococcus epidermidis,100.0,1
6575,escherichia coli,100.0,1
6575,pseudomonas aeruginosa,100.0,1
6575,staphylococcus aureus,100.0,2
6575,bacillus subtilis,100.0,1
6575,staphylococcus epidermidis,100.0,1
6576,escherichia coli,100.0,1
6576,pseudomonas aeruginosa,100.0,1
6576,staphylococcus aureus,100.0,2
6576,bacillus subtilis,100.0,1
6576,staphylococcus epidermidis,100.0,1
6577,escherichia coli,100.0,1
6577,pseudomonas aeruginosa,100.0,1
6577,staphylococcus aureus,100.0,2
6577,bacillus subtilis,100.0,1
6577,staphylococcus epidermidis,100.0,1
6580,escherichia coli,100.0,1
6580,pseudomonas aeruginosa,100.0,1
6580,staphylococcus aureus,100.0,2
6580,bacillus subtilis,100.0,1
6580,staphylococcus epidermidis,100.0,1
6581,escherichia coli,100.0,1
6581,pseudomonas aeruginosa,100.0,1
6581,staphylococcus aureus,100.0,2
6581,bacillus subtilis,100.0,1
6581,staphylococcus epidermidis,100.0,1
6582,staphylococcus aureus,30.0,1
6582,escherichia coli,15.0,1
6583,staphylococcus aureus,100.0,1
6583,escherichia coli,7.5,1
6584,staphylococcus aureus,10.0,1
6584,escherichia coli,100.0,1
6585,staphylococcus aureus,7.5,1
6585,escherichia coli,40.0,1
6586,staphylococcus aureus,30.0,1
6586,escherichia coli,100.0,1
6587,staphylococcus aureus,100.0,1
6587,escherichia coli,100.0,1
6588,staphylococcus aureus,100.0,1
6588,escherichia coli,100.0,1
6589,staphylococcus aureus,50.0,1
6589,escherichia coli,20.0,1
6590,staphylococcus aureus,100.0,1
6590,escherichia coli,100.0,1
6591,staphylococcus aureus,15.0,1
6591,escherichia coli,20.0,1
6592,escherichia coli,50.0,1
6592,pseudomonas aeruginosa,50.0,1
6592,staphylococcus aureus,100.0,2
6592,bacillus subtilis,100.0,1
6592,staphylococcus epidermidis,100.0,1
6593,escherichia coli,6.25,1
6593,pseudomonas aeruginosa,3.1,1
6593,staphylococcus aureus,37.5,2
6593,bacillus subtilis,50.0,1
6593,staphylococcus epidermidis,100.0,1
6594,staphylococcus aureus,30.0,1
6594,escherichia coli,20.0,1
6595,escherichia coli,12.5,1
6595,pseudomonas aeruginosa,6.25,1
6595,staphylococcus aureus,7.8,2
6595,bacillus subtilis,12.5,1
6595,staphylococcus epidermidis,25.0,1
6596,staphylococcus aureus,10.0,1
6596,escherichia coli,40.0,1
6597,escherichia coli,25.0,1
6597,pseudomonas aeruginosa,25.0,1
6597,staphylococcus aureus,18.75,2
6597,bacillus subtilis,50.0,1
6597,staphylococcus epidermidis,25.0,1
6598,escherichia coli,100.0,1
6598,pseudomonas aeruginosa,100.0,1
6598,staphylococcus aureus,100.0,2
6598,bacillus subtilis,100.0,1
6598,staphylococcus epidermidis,100.0,1
6599,escherichia coli,100.0,1
6599,pseudomonas aeruginosa,50.0,1
6599,staphylococcus aureus,75.0,2
6599,bacillus subtilis,100.0,1
6599,staphylococcus epidermidis,100.0,1
6600,staphylococcus aureus,6.25,1
6601,staphylococcus aureus,6.25,1
6602,staphylococcus aureus,28.125,2
6602,pseudomonas aeruginosa,100.0,1
6603,staphylococcus aureus,100.0,1
6604,staphylococcus aureus,10.0,1
6604,escherichia coli,100.0,1
6605,staphylococcus aureus,100.0,1
6605,escherichia coli,100.0,1
6606,staphylococcus aureus,100.0,1
6606,escherichia coli,100.0,1
6607,staphylococcus aureus,100.0,1
6607,escherichia coli,100.0,1
6608,staphylococcus aureus,100.0,1
6608,escherichia coli,100.0,1
6609,staphylococcus aureus,50.0,1
6609,escherichia coli,100.0,1
6610,staphylococcus aureus,15.0,1
6610,escherichia coli,10.0,1
6611,staphylococcus aureus,7.5,1
6611,escherichia coli,50.0,1
6612,staphylococcus aureus,40.0,1
6612,escherichia coli,50.0,1
6613,escherichia coli,25.0,1
6613,pseudomonas aeruginosa,3.1,1
6613,staphylococcus aureus,7.8,2
6613,bacillus subtilis,100.0,1
6613,staphylococcus epidermidis,12.5,1
6614,escherichia coli,2.625,2
6614,pseudomonas aeruginosa,1.6875,2
6614,staphylococcus aureus,5.6000000000000005,3
6614,bacillus subtilis,6.25,1
6614,staphylococcus epidermidis,4.775,2
6614,klebsiella pneumoniae,4.75,1
6615,escherichia coli,6.0625,2
6615,pseudomonas aeruginosa,2.95,2
6615,staphylococcus aureus,12.0,3
6615,bacillus subtilis,12.5,1
6615,staphylococcus epidermidis,12.5,1
6615,klebsiella pneumoniae,3.3,1
6616,escherichia coli,10.625,2
