amp_id,species,mic_ug_per_ml,n_measurements
18421,staphylococcus aureus,1.5,2
18421,escherichia coli,64.0,1
18421,klebsiella pneumoniae,512.0,1
18421,pseudomonas aeruginosa,128.0,1
18422,staphylococcus aureus,1.5,2
18422,escherichia coli,512.0,1
18422,klebsiella pneumoniae,512.0,1
18422,pseudomonas aeruginosa,512.0,1
18423,staphylococcus aureus,2.0,2
18423,escherichia coli,512.0,1
18423,klebsiella pneumoniae,512.0,1
18423,pseudomonas aeruginosa,512.0,1
18424,staphylococcus aureus,3.0,2
18424,escherichia coli,4.0,1
18424,klebsiella pneumoniae,8.0,1
18424,pseudomonas aeruginosa,16.0,1
18425,staphylococcus aureus,5.0,2
18425,escherichia coli,4.0,1
18425,klebsiella pneumoniae,16.0,1
18425,pseudomonas aeruginosa,16.0,1
18426,staphylococcus aureus,384.0,2
18426,escherichia coli,256.0,1
18426,klebsiella pneumoniae,512.0,1
18426,pseudomonas aeruginosa,512.0,1
18427,staphylococcus aureus,1.5,2
18427,escherichia coli,2.0,1
18427,klebsiella pneumoniae,8.0,1
18427,pseudomonas aeruginosa,4.0,1
18431,staphylococcus aureus,3.0,2
18431,escherichia coli,2.0,1
18431,klebsiella pneumoniae,8.0,1
18431,pseudomonas aeruginosa,4.0,1
18432,staphylococcus aureus,4.0,2
18432,escherichia coli,2.0,1
18432,klebsiella pneumoniae,8.0,1
18432,pseudomonas aeruginosa,4.0,1
18433,staphylococcus aureus,3.0,2
18433,escherichia coli,2.0,1
18433,klebsiella pneumoniae,8.0,1
18433,pseudomonas aeruginosa,4.0,1
18434,staphylococcus epidermidis,50.0,1
18448,escherichia coli,12.5,1
18448,staphylococcus aureus,100.0,1
18449,escherichia coli,25.0,1
18449,staphylococcus aureus,100.0,1
18450,escherichia coli,8.0,1
18450,staphylococcus aureus,8.0,1
18451,escherichia coli,50.0,1
18451,staphylococcus aureus,100.0,1
18452,escherichia coli,100.0,1
18452,staphylococcus aureus,100.0,1
18453,escherichia coli,8.0,1
18453,staphylococcus aureus,8.0,1
18454,escherichia coli,8.0,1
18454,staphylococcus aureus,8.0,1
18455,escherichia coli,25.0,1
18455,staphylococcus aureus,50.0,1
18456,escherichia coli,8.0,1
18456,staphylococcus aureus,12.5,1
18457,escherichia coli,24.0,1
18459,bacillus subtilis,2.0,1
18459,staphylococcus aureus,2.0,1
18460,escherichia coli,3.0,2
18460,staphylococcus aureus,8.0,2
18460,pseudomonas aeruginosa,4.0,1
18461,escherichia coli,3.0,2
18461,staphylococcus aureus,4.0,2
18461,pseudomonas aeruginosa,4.0,1
18462,staphylococcus aureus,20.0,1
18463,staphylococcus aureus,1.0,3
18463,bacillus subtilis,1.3333333333333333,3
18463,escherichia coli,64.0,2
18463,pseudomonas aeruginosa,64.0,1
18463,klebsiella pneumoniae,64.0,1
18464,staphylococcus aureus,2.6666666666666665,3
18464,bacillus subtilis,1.0,3
18464,escherichia coli,64.0,2
18464,pseudomonas aeruginosa,64.0,1
18464,klebsiella pneumoniae,64.0,1
18468,escherichia coli,8.0,1
18468,staphylococcus aureus,25.0,1
18469,staphylococcus aureus,100.0,3
18469,escherichia coli,100.0,2
18469,klebsiella pneumoniae,100.0,2
18470,staphylococcus aureus,100.0,3
18470,escherichia coli,100.0,2
18470,klebsiella pneumoniae,100.0,2
18471,staphylococcus aureus,83.33333333333333,3
18471,escherichia coli,100.0,2
18471,klebsiella pneumoniae,100.0,2
18472,staphylococcus aureus,100.0,3
18472,escherichia coli,100.0,2
18472,klebsiella pneumoniae,100.0,2
18473,staphylococcus aureus,100.0,3
18473,escherichia coli,100.0,2
18473,klebsiella pneumoniae,100.0,2
18474,staphylococcus aureus,12.5,3
18474,escherichia coli,100.0,2
18474,klebsiella pneumoniae,100.0,2
18475,staphylococcus aureus,50.0,3
18475,escherichia coli,100.0,2
18475,klebsiella pneumoniae,100.0,2
18476,staphylococcus aureus,25.0,3
18476,escherichia coli,100.0,2
18476,klebsiella pneumoniae,100.0,2
18477,escherichia coli,50.0,4
18477,staphylococcus aureus,64.0,3
18478,escherichia coli,64.0,3
18478,staphylococcus aureus,64.0,3
18479,escherichia coli,64.0,2
18479,staphylococcus aureus,64.0,2
18480,escherichia coli,64.0,3
18480,staphylococcus aureus,64.0,2
18481,escherichia coli,18.5,4
18481,staphylococcus aureus,44.0,4
18482,escherichia coli,46.0,4
18482,staphylococcus aureus,64.0,2
18483,staphylococcus aureus,32.0,1
18483,escherichia coli,32.0,1
18483,pseudomonas aeruginosa,32.0,1
18483,klebsiella pneumoniae,32.0,1
18484,staphylococcus aureus,32.0,1
18484,escherichia coli,32.0,1
18484,pseudomonas aeruginosa,32.0,1
18484,klebsiella pneumoniae,32.0,1
18485,escherichia coli,32.0,1
18485,staphylococcus aureus,32.0,1
18485,pseudomonas aeruginosa,32.0,1
18485,klebsiella pneumoniae,32.0,1
18486,staphylococcus aureus,32.0,1
18486,escherichia coli,8.0,1
18486,pseudomonas aeruginosa,32.0,1
18486,klebsiella pneumoniae,32.0,1
18487,staphylococcus aureus,18.666666666666668,3
18487,escherichia coli,4.0,1
18487,pseudomonas aeruginosa,18.666666666666668,3
18487,klebsiella pneumoniae,32.0,1
18487,staphylococcus epidermidis,16.0,1
18488,staphylococcus aureus,4.0,1
18488,escherichia coli,4.0,1
18488,pseudomonas aeruginosa,4.0,1
18488,klebsiella pneumoniae,12.0,1
18489,staphylococcus aureus,20.833333333333332,3
18489,escherichia coli,100.0,2
18489,klebsiella pneumoniae,100.0,2
18490,staphylococcus aureus,19.793333333333333,3
18490,escherichia coli,100.0,2
18490,klebsiella pneumoniae,100.0,2
18491,staphylococcus aureus,100.0,3
18491,escherichia coli,100.0,2
18491,klebsiella pneumoniae,100.0,2
18492,staphylococcus aureus,22.92,3
18492,escherichia coli,75.0,2
18492,klebsiella pneumoniae,100.0,2
18499,staphylococcus aureus,2.09,3
18499,escherichia coli,31.25,2
18499,klebsiella pneumoniae,100.0,2
18500,staphylococcus aureus,2.09,3
18500,escherichia coli,100.0,2
18500,klebsiella pneumoniae,100.0,2
18501,staphylococcus aureus,1.57,3
18501,escherichia coli,9.375,2
18501,klebsiella pneumoniae,18.75,2
18502,staphylococcus aureus,1.57,3
18502,escherichia coli,9.375,2
18502,klebsiella pneumoniae,18.75,2
18507,bacillus subtilis,500.0,1
18508,bacillus subtilis,93.75,1
18508,staphylococcus aureus,500.0,1
18509,bacillus subtilis,187.5,1
18509,staphylococcus aureus,500.0,1
18510,bacillus subtilis,375.0,1
18510,staphylococcus aureus,500.0,1
18513,staphylococcus aureus,128.0,1
18513,escherichia coli,128.0,1
18513,klebsiella pneumoniae,128.0,1
18514,staphylococcus aureus,128.0,1
18514,escherichia coli,128.0,1
18514,klebsiella pneumoniae,128.0,1
18515,staphylococcus aureus,3.1300000000000003,3
18515,escherichia coli,100.0,2
18515,klebsiella pneumoniae,100.0,2
18516,staphylococcus aureus,3.1300000000000003,3
18516,escherichia coli,100.0,2
18516,klebsiella pneumoniae,100.0,2
18517,staphylococcus aureus,3.1300000000000003,3
18517,escherichia coli,53.125,2
18517,klebsiella pneumoniae,25.0,2
18518,escherichia coli,3.4,1
18518,staphylococcus aureus,1.7,1
18521,staphylococcus aureus,5.21,3
18521,escherichia coli,18.75,2
18521,klebsiella pneumoniae,100.0,2
18522,staphylococcus aureus,1.96,4
18522,escherichia coli,4.6899999999999995,2
18522,klebsiella pneumoniae,8.333333333333334,3
18523,staphylococcus aureus,2.61,3
18523,escherichia coli,15.625,2
18523,klebsiella pneumoniae,6.25,2
18524,staphylococcus aureus,3.1300000000000003,3
18524,escherichia coli,9.375,2
18524,klebsiella pneumoniae,7.8149999999999995,2
18525,staphylococcus aureus,3.1300000000000003,3
18525,escherichia coli,6.25,2
18525,klebsiella pneumoniae,12.5,2
18526,staphylococcus aureus,6.25,3
18526,escherichia coli,37.5,2
18526,klebsiella pneumoniae,100.0,2
18527,staphylococcus aureus,3.1300000000000003,3
18527,escherichia coli,4.6899999999999995,2
18527,klebsiella pneumoniae,30.47,4
18528,escherichia coli,100.0,1
18528,pseudomonas aeruginosa,100.0,1
18528,klebsiella pneumoniae,100.0,1
18528,bacillus subtilis,100.0,1
18528,staphylococcus aureus,100.0,3
18529,escherichia coli,1.5,2
18529,pseudomonas aeruginosa,4.0,1
18529,klebsiella pneumoniae,4.0,1
18529,bacillus subtilis,2.0,1
18529,staphylococcus aureus,1.6666666666666667,3
18530,escherichia coli,1.875,4
18530,pseudomonas aeruginosa,4.0,1
18530,klebsiella pneumoniae,4.0,1
18530,bacillus subtilis,2.0,1
18530,staphylococcus aureus,1.6666666666666667,3
18531,escherichia coli,3.75,4
18531,pseudomonas aeruginosa,4.0,1
18531,klebsiella pneumoniae,4.0,1
18531,bacillus subtilis,2.0,1
18531,staphylococcus aureus,1.6666666666666667,3
18532,escherichia coli,1.3333333333333333,3
18532,pseudomonas aeruginosa,4.0,1
18532,klebsiella pneumoniae,4.0,1
18532,bacillus subtilis,2.0,1
18532,staphylococcus aureus,2.0,3
18537,staphylococcus aureus,1.6666666666666667,3
18537,escherichia coli,7.5,4
18537,klebsiella pneumoniae,32.0,1
18537,pseudomonas aeruginosa,16.0,1
18538,staphylococcus aureus,1.6666666666666667,3
18538,escherichia coli,6.2,5
18538,klebsiella pneumoniae,16.0,1
18538,pseudomonas aeruginosa,8.0,1
18539,staphylococcus aureus,4.0,2
18539,escherichia coli,12.0,2
18539,klebsiella pneumoniae,16.0,1
18539,pseudomonas aeruginosa,128.0,1
18540,staphylococcus aureus,2.0,2
18540,escherichia coli,4.0,1
18540,klebsiella pneumoniae,8.0,1
18540,pseudomonas aeruginosa,16.0,1
18541,staphylococcus aureus,2.0,2
18541,escherichia coli,4.666666666666667,3
18541,klebsiella pneumoniae,4.0,1
18541,pseudomonas aeruginosa,8.0,1
18542,staphylococcus aureus,6.666666666666667,3
18542,escherichia coli,17.333333333333332,3
18542,klebsiella pneumoniae,16.0,1
18542,pseudomonas aeruginosa,32.0,1
18543,staphylococcus aureus,2.0,2
18543,escherichia coli,7.5,4
18543,klebsiella pneumoniae,32.0,1
18543,pseudomonas aeruginosa,32.0,1
18544,staphylococcus aureus,2.0,2
18544,escherichia coli,7.5,4
18544,klebsiella pneumoniae,4.0,1
18544,pseudomonas aeruginosa,16.0,1
18545,escherichia coli,46.666666666666664,3
18545,klebsiella pneumoniae,32.0,1
18545,pseudomonas aeruginosa,128.0,1
18545,bacillus subtilis,16.0,1
18545,staphylococcus epidermidis,128.0,1
18545,staphylococcus aureus,128.0,1
18546,escherichia coli,46.666666666666664,3
18546,klebsiella pneumoniae,32.0,1
18546,pseudomonas aeruginosa,128.0,1
18546,bacillus subtilis,32.0,1
18546,staphylococcus epidermidis,128.0,1
18546,staphylococcus aureus,128.0,1
18547,escherichia coli,46.666666666666664,3
18547,klebsiella pneumoniae,16.0,1
18547,pseudomonas aeruginosa,128.0,1
18547,bacillus subtilis,8.0,1
18547,staphylococcus epidermidis,128.0,1
18547,staphylococcus aureus,128.0,1
18548,escherichia coli,8.0,1
18548,klebsiella pneumoniae,32.0,1
18548,pseudomonas aeruginosa,128.0,1
18548,bacillus subtilis,8.0,1
18548,staphylococcus epidermidis,128.0,1
18548,staphylococcus aureus,128.0,1
18549,escherichia coli,16.0,1
18549,klebsiella pneumoniae,16.0,1
18549,pseudomonas aeruginosa,128.0,1
18549,bacillus subtilis,16.0,1
18549,staphylococcus epidermidis,128.0,1
18549,staphylococcus aureus,128.0,1
18550,escherichia coli,4.0,1
18550,klebsiella pneumoniae,16.0,1
18550,pseudomonas aeruginosa,128.0,1
18550,bacillus subtilis,8.0,1
18550,staphylococcus epidermidis,128.0,1
18550,staphylococcus aureus,128.0,1
18551,escherichia coli,4.0,1
18551,klebsiella pneumoniae,16.0,1
18551,pseudomonas aeruginosa,128.0,1
18551,bacillus subtilis,4.0,1
18551,staphylococcus epidermidis,128.0,1
18551,staphylococcus aureus,128.0,1
18552,escherichia coli,25.6,1
18552,klebsiella pneumoniae,25.6,1
18552,pseudomonas aeruginosa,25.6,1
18552,bacillus subtilis,25.6,1
18552,staphylococcus epidermidis,25.6,1
18552,staphylococcus aureus,25.6,1
18553,escherichia coli,8.0,1
18553,klebsiella pneumoniae,64.0,1
18553,pseudomonas aeruginosa,128.0,1
18553,bacillus subtilis,8.0,1
18553,staphylococcus epidermidis,128.0,1
18553,staphylococcus aureus,128.0,1
18554,staphylococcus aureus,2.0,2
18554,escherichia coli,4.666666666666667,3
18554,klebsiella pneumoniae,4.0,1
18554,pseudomonas aeruginosa,8.0,1
18555,staphylococcus aureus,1.3333333333333333,3
18555,escherichia coli,3.0,2
18555,klebsiella pneumoniae,2.0,1
18555,pseudomonas aeruginosa,8.0,1
18556,staphylococcus aureus,2.0,2
18556,escherichia coli,3.0,2
18556,klebsiella pneumoniae,8.0,1
18556,pseudomonas aeruginosa,8.0,1
18557,staphylococcus aureus,12.0,5
18557,escherichia coli,512.0,2
18557,klebsiella pneumoniae,512.0,2
18557,pseudomonas aeruginosa,512.0,2
18558,staphylococcus aureus,6.4,5
18558,escherichia coli,6.0,2
18558,klebsiella pneumoniae,51.2,5
18558,pseudomonas aeruginosa,80.0,2
18559,staphylococcus aureus,12.8,5
18559,escherichia coli,12.0,2
18559,klebsiella pneumoniae,108.8,5
18559,pseudomonas aeruginosa,160.0,2
18560,staphylococcus aureus,6.4,5
18560,klebsiella pneumoniae,9.333333333333334,3
18560,escherichia coli,2.0,2
18560,pseudomonas aeruginosa,12.0,2
18561,staphylococcus aureus,64.0,4
18561,klebsiella pneumoniae,60.0,4
18561,escherichia coli,18.0,2
18561,pseudomonas aeruginosa,48.0,2
18562,staphylococcus aureus,6.4,5
18562,klebsiella pneumoniae,512.0,2
18562,escherichia coli,512.0,2
18562,pseudomonas aeruginosa,512.0,2
18563,staphylococcus aureus,198.4,5
18563,klebsiella pneumoniae,512.0,2
18563,escherichia coli,512.0,2
18563,pseudomonas aeruginosa,512.0,2
18564,escherichia coli,8.0,1
18564,klebsiella pneumoniae,16.0,1
18564,pseudomonas aeruginosa,128.0,1
18564,bacillus subtilis,8.0,1
18564,staphylococcus epidermidis,128.0,1
18564,staphylococcus aureus,128.0,1
18565,escherichia coli,8.0,1
18565,klebsiella pneumoniae,16.0,1
18565,pseudomonas aeruginosa,128.0,1
18565,bacillus subtilis,8.0,1
18565,staphylococcus epidermidis,128.0,1
18565,staphylococcus aureus,128.0,1
18566,escherichia coli,8.0,1
18566,klebsiella pneumoniae,32.0,1
18566,pseudomonas aeruginosa,128.0,1
18566,bacillus subtilis,16.0,1
18566,staphylococcus epidermidis,128.0,1
18566,staphylococcus aureus,128.0,1
18567,escherichia coli,16.0,1
18567,klebsiella pneumoniae,32.0,1
18567,pseudomonas aeruginosa,64.0,1
18567,bacillus subtilis,8.0,1
18567,staphylococcus epidermidis,128.0,1
18567,staphylococcus aureus,128.0,1
18568,escherichia coli,20.0,2
18568,pseudomonas aeruginosa,24.0,2
18568,klebsiella pneumoniae,8.0,1
18568,staphylococcus aureus,64.0,1
18572,escherichia coli,3.13,1
18572,pseudomonas aeruginosa,4.6899999999999995,2
18572,staphylococcus aureus,12.5,1
18573,escherichia coli,3.13,1
18573,pseudomonas aeruginosa,6.25,2
18573,staphylococcus aureus,12.5,1
18574,escherichia coli,3.13,1
18574,pseudomonas aeruginosa,12.5,2
18574,staphylococcus aureus,3.13,1
18575,escherichia coli,50.0,1
18575,pseudomonas aeruginosa,50.0,2
18575,staphylococcus aureus,50.0,1
18576,escherichia coli,6.0,1
18576,staphylococcus aureus,6.0,1
18577,pseudomonas aeruginosa,8.0,4
18577,bacillus subtilis,8.0,1
18577,staphylococcus aureus,12.0,2
18577,staphylococcus epidermidis,8.0,1
18577,escherichia coli,12.0,2
18577,klebsiella pneumoniae,16.0,1
18578,pseudomonas aeruginosa,128.0,1
18579,pseudomonas aeruginosa,128.0,1
18580,pseudomonas aeruginosa,8.0,4
18580,bacillus subtilis,8.0,1
18580,staphylococcus aureus,8.0,2
18580,staphylococcus epidermidis,2.0,1
18580,escherichia coli,12.0,2
18580,klebsiella pneumoniae,32.0,1
18582,bacillus subtilis,50.0,1
18582,staphylococcus aureus,50.0,1
18583,bacillus subtilis,6.25,1
18583,staphylococcus aureus,25.0,1
18584,bacillus subtilis,12.5,1
18584,staphylococcus aureus,25.0,1
18585,bacillus subtilis,50.0,1
18585,staphylococcus aureus,50.0,1
18586,staphylococcus aureus,17.85,2
18586,escherichia coli,19.7,1
18586,klebsiella pneumoniae,27.8,1
18589,staphylococcus aureus,2.85,10
18589,staphylococcus epidermidis,1.0,1
18589,escherichia coli,16.0,1
18589,pseudomonas aeruginosa,16.0,1
18589,klebsiella pneumoniae,16.0,1
18593,staphylococcus aureus,512.0,1
18593,staphylococcus epidermidis,512.0,1
18593,klebsiella pneumoniae,512.0,1
18593,escherichia coli,512.0,1
18593,pseudomonas aeruginosa,512.0,1
18615,staphylococcus aureus,29.333333333333332,6
18615,staphylococcus epidermidis,16.0,1
18615,escherichia coli,16.0,1
18615,pseudomonas aeruginosa,16.0,1
18615,klebsiella pneumoniae,16.0,1
18616,staphylococcus aureus,16.0,1
18616,staphylococcus epidermidis,16.0,1
18616,escherichia coli,16.0,1
18616,pseudomonas aeruginosa,16.0,1
18616,klebsiella pneumoniae,16.0,1
18617,staphylococcus aureus,2.0,1
18617,staphylococcus epidermidis,1.5,1
18617,escherichia coli,12.0,1
18617,pseudomonas aeruginosa,16.0,1
18617,klebsiella pneumoniae,16.0,1
18618,staphylococcus aureus,2.0,1
18618,staphylococcus epidermidis,2.0,1
18618,escherichia coli,8.0,1
18618,pseudomonas aeruginosa,12.0,1
18618,klebsiella pneumoniae,16.0,1
18619,staphylococcus aureus,5.333333333333333,3
18620,escherichia coli,96.0,2
18621,escherichia coli,192.0,2
18622,escherichia coli,49.333333333333336,3
18623,escherichia coli,144.0,2
18624,escherichia coli,256.0,2
18625,escherichia coli,68.0,2
18626,escherichia coli,40.0,2
18627,escherichia coli,32.0,2
18628,escherichia coli,48.0,2
18629,escherichia coli,36.0,2
18630,escherichia coli,53.333333333333336,3
18631,escherichia coli,160.0,2
18632,escherichia coli,50.666666666666664,3
18633,escherichia coli,36.0,2
18634,escherichia coli,80.0,2
18635,escherichia coli,20.0,2
18636,escherichia coli,132.0,2
18637,escherichia coli,20.0,2
18638,escherichia coli,144.0,2
18639,escherichia coli,56.0,3
18640,escherichia coli,32.0,2
18641,escherichia coli,56.0,3
18642,escherichia coli,24.0,2
18643,escherichia coli,160.0,2
18644,escherichia coli,40.0,2
18645,escherichia coli,80.0,2
18646,escherichia coli,24.0,2
18647,escherichia coli,20.0,2
18648,escherichia coli,20.0,2
18649,escherichia coli,24.0,2
18650,escherichia coli,48.0,2
18651,escherichia coli,16.0,2
18652,escherichia coli,48.0,2
18653,escherichia coli,36.0,2
18654,escherichia coli,72.0,2
18655,escherichia coli,20.0,2
18672,pseudomonas aeruginosa,16.0,1
18672,staphylococcus aureus,8.0,1
18672,klebsiella pneumoniae,64.0,1
18672,escherichia coli,4.0,2
18683,escherichia coli,22.5,6
18683,pseudomonas aeruginosa,41.25,2
18683,staphylococcus aureus,55.0,3
18684,staphylococcus epidermidis,25.0,1
18684,escherichia coli,6.25,1
18685,staphylococcus epidermidis,800.0,1
18685,escherichia coli,800.0,1
18686,staphylococcus epidermidis,400.0,1
18686,escherichia coli,800.0,1
18687,staphylococcus epidermidis,800.0,1
18687,escherichia coli,800.0,1
18688,staphylococcus epidermidis,400.0,1
18688,escherichia coli,400.0,1
18689,staphylococcus epidermidis,50.0,1
18689,escherichia coli,200.0,1
18690,staphylococcus epidermidis,200.0,1
18690,escherichia coli,400.0,1
18691,staphylococcus epidermidis,50.0,1
18691,escherichia coli,800.0,1
18692,staphylococcus epidermidis,50.0,1
18692,escherichia coli,800.0,1
18693,staphylococcus epidermidis,50.0,1
18693,escherichia coli,100.0,1
18694,staphylococcus epidermidis,25.0,1
18694,escherichia coli,400.0,1
18695,staphylococcus epidermidis,200.0,1
18695,escherichia coli,800.0,1
18696,staphylococcus aureus,80.0,2
18696,bacillus subtilis,128.0,1
18696,pseudomonas aeruginosa,256.0,1
18696,escherichia coli,64.0,1
18697,staphylococcus aureus,256.0,2
18697,bacillus subtilis,256.0,1
18697,pseudomonas aeruginosa,256.0,1
18697,escherichia coli,256.0,1
18698,staphylococcus aureus,24.0,2
18698,bacillus subtilis,128.0,1
18698,escherichia coli,256.0,1
18698,pseudomonas aeruginosa,256.0,1
18699,staphylococcus aureus,192.0,2
18699,bacillus subtilis,256.0,2
18699,pseudomonas aeruginosa,256.0,1
18700,staphylococcus aureus,24.0,2
18700,bacillus subtilis,32.0,1
18700,escherichia coli,16.0,1
18700,pseudomonas aeruginosa,32.0,1
18701,staphylococcus aureus,192.0,2
18701,bacillus subtilis,256.0,1
18701,escherichia coli,256.0,1
18701,pseudomonas aeruginosa,256.0,1
18702,staphylococcus aureus,512.0,1
18702,staphylococcus epidermidis,512.0,1
18702,klebsiella pneumoniae,512.0,1
18702,escherichia coli,256.0,1
18702,pseudomonas aeruginosa,512.0,1
18707,staphylococcus aureus,5.1,5
18707,escherichia coli,48.0,1
18707,pseudomonas aeruginosa,48.0,1
18708,staphylococcus aureus,5.1,5
18708,escherichia coli,48.0,1
18708,pseudomonas aeruginosa,48.0,1
18709,staphylococcus aureus,32.0,2
18709,bacillus subtilis,32.0,1
18709,escherichia coli,32.0,1
18709,pseudomonas aeruginosa,64.0,1
18710,staphylococcus aureus,48.0,2
18710,bacillus subtilis,16.0,1
18710,escherichia coli,128.0,1
18710,pseudomonas aeruginosa,64.0,1
18711,staphylococcus aureus,256.0,2
18711,bacillus subtilis,256.0,1
18711,escherichia coli,256.0,1
18711,pseudomonas aeruginosa,256.0,1
18712,staphylococcus aureus,128.0,2
18712,bacillus subtilis,128.0,1
18712,escherichia coli,128.0,1
18712,pseudomonas aeruginosa,128.0,1
18713,staphylococcus aureus,128.0,2
18713,bacillus subtilis,128.0,1
18713,escherichia coli,128.0,1
18713,pseudomonas aeruginosa,128.0,1
18714,staphylococcus aureus,14.5,4
18714,bacillus subtilis,16.0,1
18714,escherichia coli,16.0,1
18714,pseudomonas aeruginosa,16.0,1
18715,staphylococcus aureus,48.0,1
18716,staphylococcus aureus,48.0,1
18717,staphylococcus aureus,48.0,1
18718,staphylococcus aureus,48.0,1
18719,staphylococcus aureus,48.0,1
18720,staphylococcus aureus,12.0,1
18721,staphylococcus aureus,12.0,1
18722,staphylococcus aureus,48.0,1
18723,staphylococcus aureus,48.0,1
18724,staphylococcus aureus,48.0,1
18725,staphylococcus aureus,48.0,1
18726,staphylococcus aureus,24.0,1
18727,staphylococcus aureus,24.0,1
18728,staphylococcus aureus,12.0,1
18729,staphylococcus aureus,12.0,1
18730,staphylococcus aureus,48.0,1
18731,staphylococcus aureus,48.0,1
18732,staphylococcus aureus,12.0,1
18733,staphylococcus aureus,12.0,1
18734,staphylococcus aureus,256.0,2
18734,bacillus subtilis,256.0,1
18734,escherichia coli,256.0,1
18734,pseudomonas aeruginosa,256.0,1
18735,staphylococcus aureus,12.0,2
18735,bacillus subtilis,128.0,1
18735,escherichia coli,16.0,1
18735,pseudomonas aeruginosa,16.0,1
18736,staphylococcus aureus,40.0,2
18736,bacillus subtilis,128.0,1
18736,escherichia coli,64.0,1
18736,pseudomonas aeruginosa,256.0,1
18737,staphylococcus aureus,18.666666666666668,3
18737,bacillus subtilis,128.0,1
18737,escherichia coli,256.0,1
18737,pseudomonas aeruginosa,128.0,1
18738,staphylococcus aureus,4.0,2
18738,bacillus subtilis,16.0,1
18738,escherichia coli,16.0,1
18738,pseudomonas aeruginosa,15.0,1
18739,staphylococcus aureus,6.0,2
18739,bacillus subtilis,32.0,1
18739,escherichia coli,32.0,1
18739,pseudomonas aeruginosa,32.0,1
18740,staphylococcus aureus,64.57142857142857,7
18740,bacillus subtilis,16.0,1
18740,escherichia coli,32.0,1
18740,pseudomonas aeruginosa,32.0,1
18741,staphylococcus aureus,8.0,2
18741,bacillus subtilis,4.0,1
18741,escherichia coli,32.0,1
18741,pseudomonas aeruginosa,16.0,1
18742,staphylococcus aureus,256.0,2
18742,bacillus subtilis,256.0,1
18742,escherichia coli,256.0,1
18742,pseudomonas aeruginosa,256.0,1
18743,staphylococcus aureus,256.0,2
18743,bacillus subtilis,256.0,1
18743,escherichia coli,256.0,1
18743,pseudomonas aeruginosa,256.0,1
18744,staphylococcus aureus,256.0,2
18744,bacillus subtilis,256.0,1
18744,escherichia coli,256.0,1
18744,pseudomonas aeruginosa,256.0,1
18745,escherichia coli,128.0,1
18745,staphylococcus aureus,1024.0,1
18745,pseudomonas aeruginosa,1024.0,1
18745,klebsiella pneumoniae,1024.0,1
18746,escherichia coli,512.0,1
18746,staphylococcus aureus,1024.0,1
18746,pseudomonas aeruginosa,1024.0,1
18746,klebsiella pneumoniae,1024.0,1
18747,escherichia coli,256.0,1
18747,staphylococcus aureus,512.0,1
18747,pseudomonas aeruginosa,1024.0,1
18747,klebsiella pneumoniae,1024.0,1
18748,escherichia coli,64.0,1
18748,staphylococcus aureus,128.0,1
18748,pseudomonas aeruginosa,1024.0,1
18748,klebsiella pneumoniae,512.0,1
18749,escherichia coli,34.285714285714285,7
18749,pseudomonas aeruginosa,64.0,1
18749,staphylococcus aureus,64.0,3
18749,staphylococcus epidermidis,64.0,1
18749,bacillus subtilis,8.0,1
18750,escherichia coli,16.0,1
18750,staphylococcus aureus,64.0,1
18750,pseudomonas aeruginosa,128.0,1
18750,klebsiella pneumoniae,64.0,1
18751,escherichia coli,8.0,1
18751,staphylococcus aureus,64.0,1
18751,pseudomonas aeruginosa,64.0,1
18751,klebsiella pneumoniae,64.0,1
18752,escherichia coli,4.0,1
18752,staphylococcus aureus,16.0,1
18752,pseudomonas aeruginosa,64.0,1
18752,klebsiella pneumoniae,16.0,1
18754,bacillus subtilis,6.0,1
18754,staphylococcus aureus,85.0,1
18754,escherichia coli,45.0,1
18755,staphylococcus aureus,92.5,1
18756,bacillus subtilis,6.0,1
18756,staphylococcus aureus,38.0,1
18756,escherichia coli,7.0,1
18759,escherichia coli,1000.0,1
18759,klebsiella pneumoniae,250.0,1
18759,staphylococcus aureus,1000.0,1
18760,escherichia coli,500.0,1
18760,klebsiella pneumoniae,500.0,1
18760,staphylococcus aureus,500.0,1
18761,escherichia coli,500.0,1
18761,klebsiella pneumoniae,500.0,1
18761,staphylococcus aureus,1000.0,1
18762,escherichia coli,125.0,1
18762,klebsiella pneumoniae,250.0,1
18762,staphylococcus aureus,500.0,1
18763,escherichia coli,1000.0,1
18763,klebsiella pneumoniae,1000.0,1
18763,staphylococcus aureus,1000.0,1
18764,escherichia coli,125.0,1
18764,klebsiella pneumoniae,250.0,1
18764,staphylococcus aureus,500.0,1
18765,escherichia coli,250.0,1
18765,klebsiella pneumoniae,500.0,1
18765,staphylococcus aureus,500.0,1
18766,escherichia coli,62.5,1
18766,klebsiella pneumoniae,250.0,1
18766,staphylococcus aureus,125.0,1
18767,escherichia coli,250.0,1
18767,klebsiella pneumoniae,500.0,1
18767,staphylococcus aureus,250.0,1
18768,escherichia coli,31.25,1
18768,klebsiella pneumoniae,250.0,1
18768,staphylococcus aureus,62.5,1
18772,staphylococcus aureus,375.0,2
18772,pseudomonas aeruginosa,62.5,1
18772,klebsiella pneumoniae,250.0,1
18772,escherichia coli,250.0,1
18773,staphylococcus aureus,1.32,2
18773,escherichia coli,5.28,1
18773,pseudomonas aeruginosa,20.0,1
18774,escherichia coli,29.6,5
18774,pseudomonas aeruginosa,32.0,1
18774,staphylococcus aureus,64.0,3
